Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,356,India,5412,Yield,111,Wheat,2021,kg/ha,3520.8,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,111,Wheat,2022,ha,30458530,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,111,Wheat,2022,kg/ha,3537.3,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,111,Wheat,2023,ha,31400716,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,111,Wheat,2023,kg/ha,3520.7,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1701,"Beans, dry",2019,ha,165778,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1701,"Beans, dry",2019,kg/ha,1182.3,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1701,"Beans, dry",2020,ha,190214,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1701,"Beans, dry",2020,kg/ha,1167.1,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1701,"Beans, dry",2021,ha,194236,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1701,"Beans, dry",2021,kg/ha,1149.2,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1701,"Beans, dry",2022,ha,109582,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1701,"Beans, dry",2022,kg/ha,1109.1,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1701,"Beans, dry",2023,ha,156267,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1701,"Beans, dry",2023,kg/ha,1124.9,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,112,Maize (corn),2019,ha,3198303,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,112,Maize (corn),2019,kg/ha,6143.9,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,112,Maize (corn),2020,ha,2447428,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,112,Maize (corn),2020,kg/ha,6915.8,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,112,Maize (corn),2021,ha,2328060,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,112,Maize (corn),2021,kg/ha,7794.7,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,112,Maize (corn),2022,ha,2764366,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,112,Maize (corn),2022,kg/ha,8087.5,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,112,Maize (corn),2023,ha,2476091,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,112,Maize (corn),2023,kg/ha,8071.5,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,113,Rice,2019,ha,10677887,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,113,Rice,2019,kg/ha,5113.7,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,113,Rice,2020,ha,10657275,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,113,Rice,2020,kg/ha,5127.9,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,113,Rice,2021,ha,10411801,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,113,Rice,2021,kg/ha,5226.3,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,113,Rice,2022,ha,10452672,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,113,Rice,2022,kg/ha,5237.8,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,113,Rice,2023,ha,10213705,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,113,Rice,2023,kg/ha,5285.2,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1802,Sugar cane,2019,ha,413054,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1802,Sugar cane,2019,kg/ha,70450.8,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1802,Sugar cane,2020,ha,418996,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1802,Sugar cane,2020,kg/ha,69929.1,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1802,Sugar cane,2021,ha,449008,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1802,Sugar cane,2021,kg/ha,71713.6,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1802,Sugar cane,2022,ha,490008,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1802,Sugar cane,2022,kg/ha,73468.2,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1802,Sugar cane,2023,ha,504776,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5412,Yield,1802,Sugar cane,2023,kg/ha,68743.4,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,115,Barley,2019,ha,1547400,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,115,Barley,2019,kg/ha,2271.1,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,115,Barley,2020,ha,1664500,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,115,Barley,2020,kg/ha,2327.8,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,115,Barley,2021,ha,1224000,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,115,Barley,2021,kg/ha,2299.2,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,115,Barley,2022,ha,1650000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,115,Barley,2022,kg/ha,1818.2,X,Figure from international organizations,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,115,Barley,2023,ha,1650000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,115,Barley,2023,kg/ha,1818.2,X,Figure from international organizations,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1701,"Beans, dry",2019,ha,78811,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1701,"Beans, dry",2019,kg/ha,1903.7,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1701,"Beans, dry",2020,ha,84998,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1701,"Beans, dry",2020,kg/ha,1880.2,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1701,"Beans, dry",2021,ha,92273,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1701,"Beans, dry",2021,kg/ha,1815.3,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1701,"Beans, dry",2022,ha,76160,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1701,"Beans, dry",2022,kg/ha,1815.3,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1701,"Beans, dry",2023,ha,81200,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1701,"Beans, dry",2023,kg/ha,1862.9,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,112,Maize (corn),2019,ha,97198,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,112,Maize (corn),2019,kg/ha,6684.8,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,112,Maize (corn),2020,ha,88264,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,112,Maize (corn),2020,kg/ha,6631.3,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,112,Maize (corn),2021,ha,68679,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,112,Maize (corn),2021,kg/ha,6375.7,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,112,Maize (corn),2022,ha,50217,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,112,Maize (corn),2022,kg/ha,6375.7,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,112,Maize (corn),2023,ha,54225,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,112,Maize (corn),2023,kg/ha,6506.9,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,113,Rice,2019,ha,892200,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,113,Rice,2019,kg/ha,4956.6,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,113,Rice,2020,ha,854900,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,113,Rice,2020,kg/ha,5334.8,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,113,Rice,2021,ha,650000,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,113,Rice,2021,kg/ha,4666,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,113,Rice,2022,ha,791600,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,113,Rice,2022,kg/ha,4584.6,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,113,Rice,2023,ha,749746,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,113,Rice,2023,kg/ha,4799.8,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1802,Sugar cane,2019,ha,97544,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1802,Sugar cane,2019,kg/ha,87881.5,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1802,Sugar cane,2020,ha,92216,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1802,Sugar cane,2020,kg/ha,90664.3,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1802,Sugar cane,2021,ha,78325,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1802,Sugar cane,2021,kg/ha,100095.9,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1802,Sugar cane,2022,ha,82503,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1802,Sugar cane,2022,kg/ha,100095.9,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1802,Sugar cane,2023,ha,91214,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,1802,Sugar cane,2023,kg/ha,94278.5,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,111,Wheat,2019,ha,5864600,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,111,Wheat,2019,kg/ha,2338.7,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,111,Wheat,2020,ha,6004700,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,111,Wheat,2020,kg/ha,2255,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,111,Wheat,2021,ha,6000000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,111,Wheat,2021,kg/ha,2000,X,Figure from international organizations,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,111,Wheat,2022,ha,6200000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,111,Wheat,2022,kg/ha,2129,X,Figure from international organizations,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,111,Wheat,2023,ha,6200000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5412,Yield,111,Wheat,2023,kg/ha,2258.1,X,Figure from international organizations,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,115,Barley,2019,ha,897216,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,115,Barley,2019,kg/ha,1692.4,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,115,Barley,2020,ha,1123712,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,115,Barley,2020,kg/ha,1562.9,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,115,Barley,2021,ha,172822,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,115,Barley,2021,kg/ha,1542.5,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,115,Barley,2022,ha,91144,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,115,Barley,2022,kg/ha,1585.3,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,115,Barley,2023,ha,63674,I,Imputed value,
QCL,Crops and livestock products,368,Iraq,5412,Yield,115,Barley,2023,kg/ha,1663.2,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1701,"Beans, dry",2019,ha,760,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,1701,"Beans, dry",2019,kg/ha,6710.5,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1701,"Beans, dry",2020,ha,1067,I,Imputed value,
QCL,Crops and livestock products,368,Iraq,5412,Yield,1701,"Beans, dry",2020,kg/ha,6553.8,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1701,"Beans, dry",2021,ha,900,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,1701,"Beans, dry",2021,kg/ha,7088.9,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1701,"Beans, dry",2022,ha,677,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,1701,"Beans, dry",2022,kg/ha,2797.6,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1701,"Beans, dry",2023,ha,1,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,1701,"Beans, dry",2023,kg/ha,2000,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,112,Maize (corn),2019,ha,100594,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,112,Maize (corn),2019,kg/ha,4702.7,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,112,Maize (corn),2020,ha,90522,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,112,Maize (corn),2020,kg/ha,4632.5,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,112,Maize (corn),2021,ha,78042,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,112,Maize (corn),2021,kg/ha,4797.4,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,112,Maize (corn),2022,ha,82844,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,112,Maize (corn),2022,kg/ha,5987.2,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,112,Maize (corn),2023,ha,88812,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,112,Maize (corn),2023,kg/ha,6060.6,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,113,Rice,2019,ha,127673,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,113,Rice,2019,kg/ha,4501.4,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,113,Rice,2020,ha,101594,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,113,Rice,2020,kg/ha,4568.8,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,113,Rice,2021,ha,96185,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,113,Rice,2021,kg/ha,4392.2,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,113,Rice,2022,ha,3839,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,113,Rice,2022,kg/ha,3031.3,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,113,Rice,2023,ha,3472,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,113,Rice,2023,kg/ha,3629.6,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1802,Sugar cane,2019,ha,0,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1802,Sugar cane,2020,ha,0,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1802,Sugar cane,2021,ha,0,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1802,Sugar cane,2022,ha,0,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1802,Sugar cane,2023,ha,0,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,111,Wheat,2019,ha,1543316,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,111,Wheat,2019,kg/ha,2814.4,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,111,Wheat,2020,ha,2118691,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,111,Wheat,2020,kg/ha,2944.5,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,111,Wheat,2021,ha,1591803,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,111,Wheat,2021,kg/ha,2659.7,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,111,Wheat,2022,ha,997587,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,111,Wheat,2022,kg/ha,2771.4,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,111,Wheat,2023,ha,1668077,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5412,Yield,111,Wheat,2023,kg/ha,2546.5,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,115,Barley,2019,ha,179360,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,115,Barley,2019,kg/ha,8249.3,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,115,Barley,2020,ha,193180,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,115,Barley,2020,kg/ha,6975.2,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,115,Barley,2021,ha,183930,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,115,Barley,2021,kg/ha,8190.1,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,115,Barley,2022,ha,190250,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,115,Barley,2022,kg/ha,8146.4,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,115,Barley,2023,ha,186340,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,115,Barley,2023,kg/ha,6518.8,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,112,Maize (corn),2019,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,112,Maize (corn),2020,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,112,Maize (corn),2021,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,112,Maize (corn),2022,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,112,Maize (corn),2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,113,Rice,2019,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,113,Rice,2020,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,113,Rice,2021,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,113,Rice,2022,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,113,Rice,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,111,Wheat,2019,ha,63480,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,111,Wheat,2019,kg/ha,9378.7,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,111,Wheat,2020,ha,46990,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,111,Wheat,2020,kg/ha,7765.9,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,111,Wheat,2021,ha,62330,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,111,Wheat,2021,kg/ha,10076.7,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,111,Wheat,2022,ha,67230,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,111,Wheat,2022,kg/ha,10430.5,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,111,Wheat,2023,ha,55780,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5412,Yield,111,Wheat,2023,kg/ha,8675.3,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,115,Barley,2019,ha,4740,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,115,Barley,2019,kg/ha,2278.5,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,115,Barley,2020,ha,7030,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,115,Barley,2020,kg/ha,2202,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,115,Barley,2021,ha,6000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,376,Israel,5412,Yield,115,Barley,2021,kg/ha,1633.3,E,Estimated value,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,115,Barley,2022,ha,7000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,376,Israel,5412,Yield,115,Barley,2022,kg/ha,1400,E,Estimated value,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,115,Barley,2023,ha,6000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,376,Israel,5412,Yield,115,Barley,2023,kg/ha,1866.7,E,Estimated value,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,112,Maize (corn),2019,ha,3350,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,112,Maize (corn),2019,kg/ha,23224.2,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,112,Maize (corn),2020,ha,3820,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,112,Maize (corn),2020,kg/ha,19496.6,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,112,Maize (corn),2021,ha,3660,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,112,Maize (corn),2021,kg/ha,18658.7,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,112,Maize (corn),2022,ha,3220,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,112,Maize (corn),2022,kg/ha,15533.5,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,112,Maize (corn),2023,ha,2964,I,Imputed value,
QCL,Crops and livestock products,376,Israel,5412,Yield,112,Maize (corn),2023,kg/ha,17344.1,E,Estimated value,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,111,Wheat,2019,ha,41300,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,111,Wheat,2019,kg/ha,2052.1,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,111,Wheat,2020,ha,50710,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,111,Wheat,2020,kg/ha,2301.1,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,111,Wheat,2021,ha,112390,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,111,Wheat,2021,kg/ha,1334.6,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,111,Wheat,2022,ha,117153,A,Official figure,
QCL,Crops and livestock products,376,Israel,5412,Yield,111,Wheat,2022,kg/ha,1208.7,A,Official figure,
QCL,Crops and livestock products,376,Israel,5312,Area harvested,111,Wheat,2023,ha,78784,I,Imputed value,
QCL,Crops and livestock products,376,Israel,5412,Yield,111,Wheat,2023,kg/ha,1726.2,E,Estimated value,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,115,Barley,2019,ha,261410,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,115,Barley,2019,kg/ha,4227,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,115,Barley,2020,ha,263430,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,115,Barley,2020,kg/ha,4265.8,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,115,Barley,2021,ha,251760,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,115,Barley,2021,kg/ha,4337.3,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,115,Barley,2022,ha,267960,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,115,Barley,2022,kg/ha,4323.1,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,115,Barley,2023,ha,290300,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,115,Barley,2023,kg/ha,4112.7,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1701,"Beans, dry",2019,ha,,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,112,Maize (corn),2019,ha,628800,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,112,Maize (corn),2019,kg/ha,9985.9,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,112,Maize (corn),2020,ha,602860,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,112,Maize (corn),2020,kg/ha,11268.2,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,112,Maize (corn),2021,ha,588600,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,112,Maize (corn),2021,kg/ha,10329.5,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,112,Maize (corn),2022,ha,563700,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,112,Maize (corn),2022,kg/ha,8332.7,A,Official figure,
QCL,Crops and livestock products,380,Italy,5312,Area harvested,112,Maize (corn),2023,ha,498450,A,Official figure,
QCL,Crops and livestock products,380,Italy,5412,Yield,112,Maize (corn),2023,kg/ha,10730.7,A,Official figure,
